,name,id,image,current_team_logo,current_team_color,birth_country_name,passport_country_names,current_team_name,market_value,total_matches,minutes_on_field,last_club_name,positions,age,contract_expires,goals,xg_shot,assists,xg_assist,duels_avg,duels_won,foot,height,weight,on_loan,successful_defensive_actions_avg,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,tackle_avg,possession_adjusted_tackle,shot_block_avg,interceptions_avg,possession_adjusted_interceptions,fouls_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,successful_attacking_actions_avg,goals_avg,non_penalty_goal,non_penalty_goal_avg,xg_shot_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,assists_avg,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,offensive_duels_avg,offensive_duels_won,touch_in_box_avg,progressive_run_avg,accelerations_avg,received_pass_avg,received_long_pass_avg,foul_suffered_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,xg_assist_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,smart_passes_avg,accurate_smart_passes_percent,key_passes_avg,passes_to_final_third_avg,accurate_passes_to_final_third_percent,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,through_passes_avg,successful_through_passes_percent,deep_completed_pass_avg,deep_completed_cross_avg,progressive_pass_avg,successful_progressive_pass_percent,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent
283,J. Harris,144271,https://cdn5.wyscout.com/photos/players/public/21729_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4918_120x120.png,000000,England,['England'],Warrington Town,0,22,1739,Warrington Town,"['RDMF', 'LCMF']",37.0,2024-06-30,1,0.73,2,0.99,20.24,53.96,right,170,72,False,11.18,8.07,60.9,4.45,45.35,1.29,1.82,0.26,4.97,7.01,1.55,8,0.41,1,0.05,1.97,0.05,1,0.05,0.04,0,0.0,17,0.88,29.41,5.882,0.1,1.09,38.1,0.26,60.0,0.78,26.67,0.21,1.91,54.05,4.92,57.89,0.62,0.41,0.1,19.67,0.26,1.66,38.76,75.3,15.84,60.46,6.0,95.69,12.47,84.65,30.79,82.02,6.94,50.75,20.91,35.57,0.05,0.57,0.0,0.0,0.52,50.0,0.31,8.95,57.8,2.43,51.06,1.5,34.48,0.98,0.41,9.11,72.73,0,,0,,0,0.0,0.0,0.0,,,1.04,,,0.0,0.0,0.0,0.05,0,0.0
284,A. Moore,-469597,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,35,2626,Rushall Olympic,"['LCMF3', 'LCMF', 'LDMF']",27.0,,2,1.25,6,4.45,19.54,50.7,left,0,0,False,10.14,8.53,59.04,4.94,48.61,0.55,0.84,0.17,4.56,6.96,1.3,8,0.27,1,0.03,1.37,0.07,2,0.07,0.04,1,0.03,29,0.99,34.48,6.897,0.21,1.41,36.59,0.89,34.62,0.51,40.0,0.1,0.75,50.0,2.57,40.0,0.75,0.51,0.1,26.15,0.69,0.58,41.44,72.04,17.24,56.66,5.65,92.73,12.03,80.06,33.18,80.48,6.96,38.42,20.62,33.0,0.15,1.27,0.0,0.0,0.27,50.0,0.31,9.46,53.26,2.12,37.1,0.82,25.0,0.55,0.45,7.78,69.6,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.89,0.03,0.0,3.32,0,0.0
285,M. Clarke,-469588,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,30,2756,Rushall Olympic,"['RCB', 'CB', 'RCB3']",31.0,,2,1.2,0,1.01,23.22,54.43,unknown,0,0,False,9.63,6.66,69.61,10.71,51.52,0.1,0.14,0.56,4.9,7.21,1.24,8,0.26,0,0.0,0.62,0.07,2,0.07,0.04,2,0.07,15,0.49,20.0,13.333,0.0,0.69,42.86,0.16,40.0,0.52,43.75,0.1,0.39,58.33,1.24,28.95,0.75,0.29,0.0,13.39,0.59,0.49,29.65,70.15,16.36,58.68,2.71,95.18,7.58,84.05,22.57,79.74,6.43,39.09,23.12,39.18,0.03,0.52,0.0,0.0,0.0,0.0,0.1,6.27,49.48,1.5,34.78,0.62,15.79,0.36,0.33,7.61,61.37,0,,0,,0,0.0,0.0,0.0,,,1.27,,,0.0,0.0,0.0,0.0,0,0.0
286,S. McLintock,-359082,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,31,2082,Rushall Olympic,"['AMF', 'RCMF3', 'LAMF']",23.0,,1,2.95,2,2.06,15.78,43.01,,0,0,False,6.35,5.1,61.86,2.98,31.88,0.43,0.65,0.17,2.77,4.16,0.69,5,0.22,0,0.0,2.46,0.04,1,0.04,0.13,0,0.0,45,1.95,42.22,2.222,0.09,1.17,40.74,0.48,18.18,0.65,60.0,0.13,2.03,53.19,5.27,35.25,1.6,1.04,0.43,29.74,0.99,0.39,42.32,81.82,11.5,69.17,9.38,91.71,14.09,85.89,38.3,84.88,2.9,56.72,17.29,27.77,0.09,0.99,0.04,0.0,0.3,28.57,0.26,6.27,73.79,1.77,56.1,0.35,25.0,0.82,0.43,6.44,71.14,0,,0,,0,0.0,0.0,0.0,,,0.78,,,0.3,0.09,50.0,0.43,0,0.0
287,D. Evans,-323588,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,15,1224,Southport,"['LCB', 'RCB3']",24.0,,2,2.74,0,0.0,18.38,66.4,,0,0,False,8.46,5.81,68.35,6.76,70.65,0.07,0.1,0.74,4.41,5.73,1.1,1,0.07,0,0.0,0.37,0.15,0,0.0,0.2,0,0.0,5,0.37,40.0,40.0,0.0,0.07,100.0,0.07,100.0,0.0,0.0,0.0,0.15,100.0,0.74,40.0,0.44,0.07,0.07,7.65,0.29,0.07,23.16,74.92,12.5,67.65,1.84,92.0,6.54,85.39,17.21,82.91,5.88,51.25,22.74,35.92,0.0,0.0,0.0,0.0,0.07,0.0,0.0,3.75,47.06,0.81,18.18,0.37,0.0,0.07,0.07,6.1,56.63,0,,0,,0,0.0,0.0,0.0,,,1.03,,,0.0,0.0,0.0,0.0,3,66.667
288,O. Oseni,-322560,https://cdn5.wyscout.com/photos/players/public/g-322560_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,Republic of Ireland,['Republic of Ireland'],Rushall Olympic,0,12,1094,Rushall Olympic,['CF'],20.0,,6,8.04,1,0.67,24.02,27.4,left,0,0,False,1.65,1.73,52.38,4.94,13.33,0.08,0.14,0.0,0.66,1.14,0.74,0,0.0,0,0.0,2.96,0.49,5,0.41,0.66,0,0.0,37,3.04,51.35,16.216,0.08,0.33,25.0,0.33,25.0,0.0,0.0,0.0,3.21,41.03,12.59,29.41,4.28,1.56,0.41,9.21,2.71,1.48,12.34,86.67,0.9,63.64,4.94,98.33,3.62,86.36,11.93,88.28,0.08,100.0,12.7,4.09,0.06,0.66,0.08,0.0,0.0,0.0,0.41,0.49,83.33,0.08,0.0,0.0,0.0,0.49,0.08,0.33,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.16,0.16,0.0,0.0,1,100.0
289,R. Maher,-317926,https://cdn5.wyscout.com/photos/players/public/g-317926_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,Republic of Ireland,['Republic of Ireland'],Rushall Olympic,0,21,1718,Rushall Olympic,"['LWB', 'LW', 'CF']",19.0,,3,3.58,4,3.63,25.62,47.65,left,171,60,True,7.65,6.97,66.17,2.67,33.33,0.16,0.24,0.05,2.88,4.34,1.05,1,0.05,1,0.05,5.76,0.16,3,0.16,0.19,0,0.0,66,3.46,27.27,4.545,0.21,2.51,35.42,2.25,37.21,0.26,20.0,0.52,7.02,53.73,12.1,45.45,2.31,2.78,0.58,16.5,1.41,1.83,24.78,69.77,9.85,55.85,5.03,93.75,6.08,70.69,18.65,78.37,3.77,50.0,20.57,32.87,0.19,1.05,0.05,0.0,0.31,50.0,0.37,3.35,53.13,2.83,48.15,0.84,37.5,0.89,0.89,5.03,72.92,0,,0,,0,0.0,0.0,0.0,,,0.05,,,1.78,0.26,40.0,0.42,0,0.0
290,F. Heath,-306668,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,19,852,Southport,"['LCMF', 'RCMF', 'RDMF']",,,0,0.21,0,0.32,19.23,43.96,,0,0,False,11.41,8.87,53.57,4.01,44.74,1.48,1.86,0.53,5.18,6.5,1.69,5,0.53,0,0.0,0.85,0.0,0,0.0,0.02,0,0.0,5,0.53,40.0,0.0,0.0,0.74,28.57,0.11,0.0,0.63,33.33,0.0,0.74,57.14,2.96,39.29,0.32,0.53,0.11,13.94,0.32,0.74,29.37,69.42,13.1,58.87,2.64,88.0,9.82,77.42,22.29,76.3,6.34,50.0,20.6,30.6,0.03,0.21,0.0,0.0,0.11,0.0,0.11,7.39,51.43,2.11,40.0,0.85,50.0,0.63,0.32,7.82,63.51,0,,0,,0,0.0,0.0,0.0,,,0.21,,,0.0,0.0,0.0,0.0,0,0.0
291,R. Browne,-253430,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,"['England', 'St. Kitts and Nevis']",Rushall Olympic,0,16,1596,Rushall Olympic,"['CB', 'RCB']",20.0,2024-06-30,1,1.1,1,0.65,14.55,62.4,,0,0,False,9.36,5.02,73.03,3.61,56.25,0.11,0.19,0.73,5.58,9.25,0.85,2,0.11,0,0.0,0.62,0.06,1,0.06,0.06,1,0.06,10,0.56,30.0,10.0,0.06,0.34,33.33,0.06,0.0,0.28,40.0,0.06,0.51,66.67,2.48,43.18,0.96,0.68,0.17,22.89,0.17,0.56,42.86,79.21,20.58,66.85,3.16,96.43,15.11,92.16,33.67,89.61,8.85,41.4,23.79,42.59,0.04,0.28,0.0,0.06,0.06,0.0,0.06,5.64,42.0,1.07,26.32,0.68,16.67,0.28,0.11,9.19,58.28,0,,0,,0,0.0,0.0,0.0,,,2.37,,,0.11,0.0,0.0,0.0,0,0.0
292,F. Hurford-Lockett,-134967,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,2,55,Southport,['CF'],21.0,2024-06-30,0,0.0,0,0.0,16.36,30.0,right,174,67,False,1.64,3.27,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,3.27,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,100.0,13.09,25.0,0.0,1.64,0.0,18.0,0.0,1.64,21.27,84.62,1.64,0.0,9.82,83.33,4.91,100.0,21.27,84.62,0.0,0.0,12.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
293,J. Brown,-60595,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,33,3088,Rushall Olympic,"['LCB3', 'LCB', 'CB']",32.0,,1,0.73,0,0.13,19.26,60.36,,188,0,False,8.86,4.93,69.82,7.78,62.55,0.29,0.43,0.38,5.13,7.53,0.99,12,0.35,0,0.0,0.64,0.03,1,0.03,0.02,0,0.0,4,0.12,50.0,25.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.67,86.96,2.62,51.11,0.26,0.9,0.15,14.92,0.15,0.5,31.3,80.07,15.24,69.41,2.33,92.5,9.91,91.18,27.02,85.87,4.26,43.84,19.96,37.27,0.0,0.09,0.0,0.0,0.0,0.0,0.03,3.35,52.17,0.29,10.0,0.15,0.0,0.09,0.0,6.38,55.25,0,,0,,0,0.0,0.0,0.0,,,1.25,,,0.0,0.0,0.0,0.0,0,0.0
294,D. Philliskirk,140775,https://cdn5.wyscout.com/photos/players/public/51338_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,24,2325,Southport,"['RCMF', 'DMF', 'LCMF']",33.0,2025-06-30,1,0.68,0,1.11,15.95,53.16,right,178,72,True,10.3,6.08,68.79,3.6,50.54,0.0,0.0,0.58,6.12,8.23,0.5,1,0.04,0,0.0,1.01,0.04,1,0.04,0.03,0,0.0,13,0.5,23.08,7.692,0.0,0.85,40.91,0.35,33.33,0.5,46.15,0.08,0.93,54.17,2.71,35.71,0.23,0.77,0.12,21.52,0.35,0.62,39.83,78.62,16.45,65.88,4.49,96.55,11.54,87.58,34.72,83.05,4.3,49.55,17.26,31.57,0.04,0.74,0.0,0.0,0.08,50.0,0.12,6.74,64.37,1.63,52.38,0.12,0.0,0.54,0.35,6.74,63.79,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.04,0.0,0.0,0.04,0,0.0
295,A. Fletcher,337251,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,40,3587,Rushall Olympic,"['DMF', 'RCMF', 'RDMF']",27.0,2024-06-30,2,2.89,3,2.36,16.06,55.31,right,174,0,False,8.88,6.3,65.34,2.94,51.28,0.3,0.44,0.18,4.47,6.58,0.93,5,0.13,0,0.0,1.25,0.05,1,0.03,0.07,0,0.0,40,1.0,20.0,5.0,0.08,1.13,37.78,0.55,40.91,0.58,34.78,0.15,0.78,67.74,3.66,47.26,0.33,1.0,0.4,33.17,0.1,0.83,52.69,78.86,20.95,65.39,5.37,94.86,20.9,88.36,41.68,86.94,9.96,49.37,22.35,37.53,0.06,0.9,0.03,0.03,0.28,36.36,0.2,12.65,65.48,2.53,42.57,1.15,34.78,0.75,0.38,12.39,78.34,0,,0,,0,0.0,0.0,0.0,,,0.8,,,0.55,0.03,100.0,0.18,2,50.0
296,K. Green,393010,https://cdn5.wyscout.com/photos/players/public/g393010_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,32,2950,Rushall Olympic,"['RB', 'RCB3']",33.0,2024-06-30,0,2.96,1,0.82,19.13,58.69,right,175,70,False,8.33,5.71,72.73,8.45,56.32,0.06,0.09,0.37,4.12,6.12,0.52,4,0.12,1,0.03,0.79,0.0,0,0.0,0.09,0,0.0,17,0.52,29.41,0.0,0.03,0.64,42.86,0.06,50.0,0.58,42.11,0.09,0.58,63.16,1.92,47.62,1.1,0.7,0.15,14.25,1.34,0.24,28.16,69.23,15.65,59.26,3.26,95.33,6.1,78.0,21.6,78.11,5.92,39.69,21.4,34.88,0.03,0.27,0.03,0.0,0.03,0.0,0.09,5.95,54.87,1.13,32.43,0.34,9.09,0.27,0.31,8.27,66.79,0,,0,,0,0.0,0.0,0.0,,,0.7,,,0.03,0.0,0.0,0.0,0,0.0
297,A. Anson,413539,https://cdn5.wyscout.com/photos/players/public/g413539_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,19,1723,Southport,"['LCB', 'RCB3', 'LCB3']",27.0,2024-06-30,1,1.02,0,0.29,15.72,59.47,,0,0,False,8.67,5.75,70.0,5.01,63.54,0.21,0.28,0.57,4.44,5.9,0.78,2,0.1,0,0.0,0.37,0.05,1,0.05,0.05,0,0.0,7,0.37,42.86,14.286,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.05,0.42,50.0,1.51,41.38,0.52,0.21,0.0,7.0,0.31,0.42,17.92,67.06,9.25,54.8,1.72,100.0,4.54,75.86,12.85,77.64,4.81,42.39,24.29,41.85,0.01,0.21,0.0,0.0,0.0,0.0,0.05,2.93,33.93,0.73,7.14,0.31,16.67,0.1,0.05,4.6,56.82,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.0,0,0.0
298,R. Bennett,426017,https://cdn5.wyscout.com/photos/players/public/g426017_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,29,2392,Southport,"['CF', 'AMF']",33.0,2024-06-30,8,6.75,1,1.33,36.23,38.11,left,194,85,False,4.36,3.5,58.06,15.13,46.02,0.11,0.16,0.15,2.22,3.11,1.54,7,0.26,0,0.0,1.35,0.3,8,0.3,0.25,2,0.08,38,1.43,50.0,21.053,0.04,0.87,26.09,0.79,23.81,0.08,50.0,0.19,1.09,37.93,8.77,21.89,2.3,0.53,0.0,12.79,3.39,1.51,22.5,66.89,6.62,48.86,5.27,89.29,5.79,65.58,19.87,71.59,1.88,34.0,16.48,26.49,0.05,0.49,0.04,0.0,0.26,0.0,0.23,3.27,42.53,1.77,42.55,0.41,18.18,0.79,0.26,2.82,66.67,0,,0,,0,0.0,0.0,0.0,,,0.08,,,0.0,0.0,0.0,0.04,0,0.0
299,K. Quansah,427447,https://cdn5.wyscout.com/photos/players/public/g427447_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,"['England', 'Ghana']",Southport,0,35,3225,Southport,"['RB', 'RCB3', 'RWB']",26.0,2024-06-30,1,1.33,3,1.32,20.9,59.15,right,193,0,False,11.08,8.54,66.34,6.0,66.05,0.08,0.11,0.36,5.33,7.21,0.92,3,0.08,0,0.0,0.75,0.03,1,0.03,0.04,1,0.03,7,0.2,28.57,14.286,0.08,1.12,32.5,0.0,0.0,1.12,32.5,0.14,0.61,54.55,2.99,41.12,0.47,0.78,0.47,11.44,0.59,0.53,24.67,70.25,13.0,62.02,3.01,93.52,5.27,73.54,18.42,78.18,5.33,50.26,20.96,36.45,0.04,0.33,0.0,0.03,0.03,0.0,0.14,4.88,60.0,1.26,35.56,0.25,11.11,0.36,0.28,7.48,63.81,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.0,0.0,0.0,0.0,0,0.0
300,T. Walton,451815,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,24,2222,Southport,"['RW', 'CF', 'RAMF']",25.0,2024-06-30,4,3.15,1,1.24,29.45,45.12,,0,0,False,8.26,6.56,62.96,6.52,40.37,0.28,0.38,0.12,3.85,5.13,1.58,5,0.2,0,0.0,3.89,0.16,4,0.16,0.13,3,0.12,30,1.22,30.0,13.333,0.04,2.43,25.0,0.16,25.0,2.27,25.0,0.49,5.51,52.21,12.15,42.67,2.23,2.39,1.54,12.27,1.78,0.69,22.28,64.91,6.64,56.1,4.29,83.96,6.32,69.23,18.43,71.43,1.5,48.65,18.17,25.32,0.05,0.65,0.0,0.04,0.28,14.29,0.28,2.47,62.3,2.39,44.07,0.36,22.22,0.93,0.69,4.7,64.66,0,,0,,0,0.0,0.0,0.0,,,0.12,,,0.0,0.0,0.0,0.08,0,0.0
301,J. Doyle,452030,https://cdn5.wyscout.com/photos/players/public/g452030_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,43,3987,Southport,"['LB', 'LWB', 'LB5']",27.0,2024-06-30,1,0.86,4,2.7,14.47,53.04,left,178,0,False,10.45,5.98,68.68,3.3,45.89,1.29,1.69,0.27,5.06,6.65,0.47,8,0.18,0,0.0,1.51,0.02,1,0.02,0.02,0,0.0,16,0.36,12.5,6.25,0.09,2.66,42.37,2.51,42.34,0.14,50.0,0.34,0.81,41.67,1.96,36.78,0.36,0.61,0.14,16.88,0.7,0.38,28.58,65.17,15.4,56.45,2.89,93.75,6.79,69.44,17.2,77.43,8.85,47.7,24.78,38.16,0.06,0.54,0.0,0.0,0.02,0.0,0.18,6.91,54.58,2.69,49.58,0.41,22.22,0.29,1.22,10.59,69.08,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.54,0.14,16.67,0.32,0,0.0
302,C. Tee,453844,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,"['England', 'Republic of Ireland']",Rushall Olympic,0,6,190,Rushall Olympic,"['AMF', 'CF']",23.0,2024-06-30,0,0.05,0,0.22,14.68,38.71,right,0,0,False,2.37,1.42,33.33,2.37,40.0,0.0,0.0,0.47,1.89,4.8,0.95,0,0.0,0,0.0,2.84,0.0,0,0.0,0.02,0,0.0,4,1.89,25.0,0.0,0.0,3.79,37.5,2.37,20.0,1.42,66.67,0.95,3.32,28.57,9.47,40.0,0.95,0.47,0.47,18.95,0.0,2.37,27.95,79.66,4.26,55.56,8.53,100.0,9.47,75.0,23.21,87.76,1.42,33.33,18.98,15.88,0.1,0.47,0.0,0.0,0.0,0.0,0.0,0.95,0.0,4.26,44.44,0.47,0.0,0.47,1.42,2.84,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,1.42,0.0,0.0,3.32,0,0.0
303,S. Maye,470785,https://cdn5.wyscout.com/photos/players/public/g470785_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,34,3248,Rushall Olympic,"['DMF', 'RCMF', 'RDMF']",29.0,2024-06-30,1,0.91,0,0.4,17.84,56.06,right,177,70,False,10.0,6.04,69.72,4.74,60.23,0.58,0.86,0.47,5.21,7.73,0.67,2,0.06,0,0.0,0.72,0.03,1,0.03,0.03,0,0.0,22,0.61,18.18,4.545,0.0,0.39,28.57,0.06,0.0,0.33,33.33,0.08,0.86,58.06,4.18,37.75,0.53,0.33,0.06,17.82,0.75,1.3,32.75,78.85,11.31,62.99,5.96,94.42,10.67,87.27,28.4,84.0,3.96,46.85,18.36,29.81,0.01,0.19,0.03,0.0,0.03,0.0,0.06,3.6,63.85,0.5,33.33,0.19,14.29,0.03,0.08,5.51,55.28,0,,0,,0,0.0,0.0,0.0,,,1.0,,,0.08,0.0,0.0,0.0,0,0.0
304,H. Flowers,506446,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,39,3661,Southport,"['RCB', 'CB']",28.0,2024-06-30,3,5.35,0,0.04,19.27,61.48,right,195,0,False,10.3,5.41,63.64,9.07,64.23,0.15,0.19,0.64,6.71,8.77,1.01,9,0.22,0,0.0,0.2,0.07,3,0.07,0.13,2,0.05,41,1.01,12.2,7.317,0.0,0.1,25.0,0.05,0.0,0.05,50.0,0.02,0.27,18.18,0.81,33.33,1.13,0.05,0.0,7.67,0.07,0.47,23.58,66.84,14.04,57.97,1.55,88.89,6.24,79.92,15.56,75.99,7.94,49.23,25.88,38.18,0.0,0.02,0.0,0.0,0.0,0.0,0.0,5.68,51.52,0.81,30.3,0.27,9.09,0.17,0.02,8.01,61.66,0,,0,,0,0.0,0.0,0.0,,,1.2,,,0.02,0.0,0.0,0.0,0,0.0
305,J. Hmami,507988,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,38,3107,Southport,"['AMF', 'LCMF', 'RCMF3']",24.0,2024-06-30,4,5.2,1,5.17,22.3,41.95,,0,0,False,8.57,8.89,56.35,2.81,27.84,0.29,0.39,0.17,3.27,4.38,1.39,9,0.26,2,0.06,2.35,0.12,4,0.12,0.15,0,0.0,46,1.33,32.61,8.696,0.03,2.23,32.47,0.64,36.36,1.59,30.91,0.2,2.87,40.4,7.39,34.51,1.62,1.16,0.38,16.48,1.36,0.96,30.59,73.58,8.83,60.98,6.95,92.08,8.69,73.0,25.55,81.41,2.84,35.71,17.24,26.66,0.15,1.07,0.09,0.06,0.2,14.29,0.38,4.17,61.11,2.46,45.88,0.35,25.0,0.64,0.72,5.13,67.8,0,,0,,0,0.0,0.0,0.0,,,0.17,,,0.52,0.09,33.33,1.77,1,0.0
306,D. Savage,-548028,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,England,['England'],South Shields,0,11,203,South Shields,"['AMF', 'RWF', 'LAMF']",,,0,0.04,0,0.27,18.62,50.0,unknown,0,0,False,5.76,5.32,66.67,2.22,40.0,0.0,0.0,0.44,2.22,4.41,1.33,1,0.44,0,0.0,3.99,0.0,0,0.0,0.02,0,0.0,1,0.44,0.0,0.0,0.0,3.55,50.0,1.77,75.0,1.77,25.0,0.44,3.99,44.44,6.65,40.0,3.55,0.44,0.89,21.28,0.89,0.89,27.93,73.02,6.65,60.0,7.54,88.24,7.54,82.35,23.5,79.25,0.89,0.0,16.26,5.89,0.12,0.44,0.0,0.0,0.44,100.0,0.44,3.1,42.86,3.55,62.5,0.44,100.0,1.33,1.77,4.88,63.64,0,,0,,0,0.0,0.0,0.0,,,0.89,,,0.0,0.0,0.0,0.44,0,0.0
307,J. Gomes,-390027,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,England,['England'],South Shields,0,10,236,South Shields,"['LWF', 'AMF']",21.0,,0,0.57,0,0.23,21.74,33.33,unknown,0,0,False,3.43,3.05,62.5,5.34,14.29,0.0,0.0,0.0,1.53,2.93,0.76,1,0.38,0,0.0,2.29,0.0,0,0.0,0.22,0,0.0,5,1.91,40.0,0.0,0.0,1.14,0.0,0.76,0.0,0.38,0.0,0.38,3.05,25.0,10.68,28.57,3.43,1.14,0.38,17.16,0.38,1.14,24.79,86.15,3.81,80.0,9.15,95.83,4.96,84.62,23.26,91.8,0.38,0.0,16.34,2.86,0.09,1.53,0.0,0.0,0.76,100.0,0.0,1.53,75.0,1.14,66.67,0.76,50.0,1.53,0.0,1.14,66.67,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0
308,J. Abbey,-286112,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,Netherlands,['Netherlands'],South Shields,0,34,2248,South Shields,"['RCMF3', 'LCMF3', 'AMF']",22.0,2024-06-30,4,2.6,4,3.54,16.09,45.52,right,191,0,False,5.97,5.56,60.43,3.52,35.23,0.04,0.07,0.16,2.56,4.24,1.0,4,0.16,0,0.0,1.68,0.16,4,0.16,0.1,0,0.0,35,1.4,25.71,11.429,0.16,1.36,29.41,0.44,36.36,0.92,26.09,0.28,1.2,66.67,5.36,40.3,1.96,1.2,0.32,31.67,0.68,0.84,43.76,86.64,11.93,76.17,10.49,95.8,14.29,88.8,41.04,89.37,1.4,60.0,16.69,21.56,0.14,1.08,0.04,0.0,0.28,42.86,0.44,4.84,70.25,1.64,51.22,0.32,37.5,0.96,0.36,5.73,79.02,0,,0,,0,0.0,0.0,0.0,,,0.76,,,0.24,0.2,40.0,0.08,0,0.0
