,name,id,image,current_team_logo,current_team_color,birth_country_name,passport_country_names,current_team_name,market_value,total_matches,minutes_on_field,last_club_name,positions,age,contract_expires,goals,xg_shot,assists,xg_assist,duels_avg,duels_won,foot,height,weight,on_loan,successful_defensive_actions_avg,defensive_duels_avg,defensive_duels_won,aerial_duels_avg,aerial_duels_won,tackle_avg,possession_adjusted_tackle,shot_block_avg,interceptions_avg,possession_adjusted_interceptions,fouls_avg,yellow_cards,yellow_cards_avg,red_cards,red_cards_avg,successful_attacking_actions_avg,goals_avg,non_penalty_goal,non_penalty_goal_avg,xg_shot_avg,head_goals,head_goals_avg,shots,shots_avg,shots_on_target_percent,goal_conversion_percent,assists_avg,crosses_avg,accurate_crosses_percent,cross_from_left_avg,successful_cross_from_left_percent,cross_from_right_avg,successful_cross_from_right_percent,cross_to_goalie_box_avg,dribbles_avg,successful_dribbles_percent,offensive_duels_avg,offensive_duels_won,touch_in_box_avg,progressive_run_avg,accelerations_avg,received_pass_avg,received_long_pass_avg,foul_suffered_avg,passes_avg,accurate_passes_percent,forward_passes_avg,successful_forward_passes_percent,back_passes_avg,successful_back_passes_percent,vertical_passes_avg,successful_vertical_passes_percent,short_medium_pass_avg,accurate_short_medium_pass_percent,long_passes_avg,successful_long_passes_percent,average_pass_length,average_long_pass_length,xg_assist_avg,shot_assists_avg,pre_assist_avg,pre_pre_assist_avg,smart_passes_avg,accurate_smart_passes_percent,key_passes_avg,passes_to_final_third_avg,accurate_passes_to_final_third_percent,pass_to_penalty_area_avg,accurate_pass_to_penalty_area_percent,through_passes_avg,successful_through_passes_percent,deep_completed_pass_avg,deep_completed_cross_avg,progressive_pass_avg,successful_progressive_pass_percent,conceded_goals,conceded_goals_avg,shots_against,shots_against_avg,clean_sheets,save_percent,xg_save,xg_save_avg,prevented_goals,prevented_goals_avg,back_pass_to_gk_avg,goalkeeper_exits_avg,gk_aerial_duels_avg,free_kicks_taken_avg,direct_free_kicks_taken_avg,direct_free_kicks_on_target_percent,corners_taken_avg,penalties_taken,penalties_conversion_percent
51,K. Burton,-359053,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,12,1154,Chester,"['LCB', 'LCB3', 'LB']",20.0,,0,1.17,0,0.06,23.71,62.17,unknown,0,0,True,11.39,8.42,76.85,7.02,53.33,0.08,0.1,0.31,4.84,6.44,0.86,1,0.08,1,0.08,1.01,0.0,0,0.0,0.09,0,0.0,7,0.55,28.57,0.0,0.0,0.47,16.67,0.47,16.67,0.0,0.0,0.16,1.25,56.25,4.37,55.36,0.62,0.94,0.23,17.63,0.31,1.56,30.49,77.24,16.46,65.88,2.89,97.3,8.89,90.35,24.1,86.08,5.93,46.05,22.43,34.17,0.0,0.16,0.0,0.0,0.16,50.0,0.0,3.59,43.48,0.78,10.0,0.55,42.86,0.0,0.08,7.56,57.73,0,,0,,0,0.0,0.0,0.0,,,2.11,,,0.0,0.0,0.0,0.0,0,0.0
52,M. Williams,-286077,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,43,3978,Chester,"['RCB', 'LCB', 'RCB3']",23.0,,0,1.19,0,0.45,18.46,60.29,right,191,0,False,9.03,5.86,77.22,5.11,50.44,0.2,0.29,0.38,4.3,6.15,0.81,8,0.18,0,0.0,0.79,0.0,0,0.0,0.03,0,0.0,13,0.29,15.38,0.0,0.0,0.18,50.0,0.07,33.33,0.11,60.0,0.02,0.95,69.05,3.39,48.0,0.52,1.22,0.29,20.84,0.2,0.79,40.32,77.78,18.76,62.12,3.42,92.72,15.02,93.22,32.15,85.78,7.99,46.18,23.73,41.43,0.01,0.16,0.0,0.0,0.02,0.0,0.07,6.79,49.67,0.9,35.0,0.34,20.0,0.32,0.09,8.96,65.15,0,,0,,0,0.0,0.0,0.0,,,2.15,,,0.0,0.0,0.0,0.0,0,0.0
53,S. Barrow,55319,https://cdn5.wyscout.com/photos/players/public/52106_100x130.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,Wales,['Wales'],Darlington 1883,0,19,1829,Darlington 1883,"['LB', 'LCB']",35.0,2024-06-30,0,0.55,1,0.93,14.37,52.4,left,175,70,False,9.05,5.12,62.5,3.79,44.16,0.49,0.69,0.54,5.36,7.55,0.39,3,0.15,0,0.0,1.82,0.0,0,0.0,0.03,0,0.0,18,0.89,11.11,0.0,0.05,2.46,38.0,2.36,37.5,0.1,50.0,0.39,1.08,63.64,2.9,45.76,0.44,2.66,0.79,30.9,1.43,0.74,47.93,74.02,25.05,61.89,4.63,92.55,14.32,87.97,35.38,86.23,10.24,39.9,23.98,40.27,0.05,0.59,0.0,0.0,0.15,66.67,0.25,10.09,54.15,2.61,43.4,0.54,27.27,0.54,0.89,13.58,74.64,0,,0,,0,0.0,0.0,0.0,,,1.48,,,0.79,0.2,0.0,0.39,0,0.0
54,J. Lawlor,283461,https://cdn5.wyscout.com/photos/players/public/g283461_100x130.png,https://cdn5.wyscout.com/photos/team/public/g24446_120x120.png,000000,England,['England'],Darlington 1883,0,31,2682,Darlington 1883,"['LCB', 'CB', 'RCB']",33.0,2024-06-30,1,1.23,0,0.0,15.44,66.09,right,193,74,False,10.0,5.67,73.96,6.24,67.2,0.4,0.6,0.81,5.4,8.0,0.6,2,0.07,1,0.03,0.27,0.03,1,0.03,0.04,1,0.03,7,0.23,57.14,14.286,0.0,0.03,100.0,0.03,100.0,0.0,0.0,0.0,0.13,50.0,0.81,37.5,0.37,0.37,0.03,19.83,0.3,0.3,37.35,82.12,17.45,69.42,1.78,96.23,16.01,93.92,30.74,87.99,6.58,54.59,24.21,40.2,0.0,0.0,0.0,0.0,0.03,100.0,0.03,5.03,56.0,0.23,28.57,0.3,44.44,0.07,0.0,8.05,64.17,0,,0,,0,0.0,0.0,0.0,,,1.51,,,0.0,0.0,0.0,0.0,0,0.0
55,L. Edwards,453942,https://cdn5.wyscout.com/photos/players/public/g453942_100x130.png,https://cdn5.wyscout.com/photos/team/public/g16344_120x120.png,000000,England,['England'],Chester,0,21,1829,Chester,"['LCB', 'RCB']",27.0,2024-06-30,1,0.89,0,0.0,11.32,62.17,right,190,80,False,5.76,4.33,73.86,3.94,56.25,0.05,0.07,0.49,2.51,3.32,0.49,3,0.15,1,0.05,0.1,0.05,1,0.05,0.04,0,0.0,3,0.15,66.67,33.333,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.44,22.22,0.25,0.0,0.0,18.5,0.15,0.3,29.13,89.02,9.84,75.5,2.26,95.65,14.17,97.22,26.38,93.28,2.71,49.09,20.34,33.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,46.43,0.15,0.0,0.05,100.0,0.0,0.0,3.59,50.68,0,,0,,0,0.0,0.0,0.0,,,1.97,,,0.0,0.0,0.0,0.0,0,0.0
56,J. Willets,-390008,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2751_120x120.png,000000,England,['England'],Tamworth,0,30,2666,Tamworth,"['LCB', 'RCB']",31.0,,2,2.83,1,0.03,24.85,56.39,right,190,0,False,7.63,4.96,71.43,15.9,54.35,0.1,0.14,0.47,3.98,5.69,0.68,5,0.17,1,0.03,0.3,0.07,2,0.07,0.1,1,0.03,27,0.91,25.93,7.407,0.03,0.03,100.0,0.0,0.0,0.03,100.0,0.0,0.07,50.0,0.37,27.27,1.38,0.07,0.0,6.55,0.3,0.34,20.39,70.36,10.84,57.32,2.03,86.67,5.98,87.01,16.54,75.92,3.81,46.02,22.3,34.87,0.0,0.03,0.03,0.0,0.0,0.0,0.0,2.9,38.37,0.44,38.46,0.3,22.22,0.14,0.03,5.23,50.97,0,,0,,0,0.0,0.0,0.0,,,1.59,,,0.0,0.0,0.0,0.0,0,0.0
57,L. Hudson,-469589,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,England,['England'],Hereford FC,0,43,4089,Hereford FC,"['LB', 'LWB', 'LCB3']",25.0,,3,1.35,2,3.08,22.58,53.41,unknown,0,0,False,9.02,6.36,68.51,6.74,56.54,0.24,0.36,0.37,4.42,6.49,0.73,6,0.13,0,0.0,2.36,0.07,3,0.07,0.03,0,0.0,12,0.26,50.0,25.0,0.04,2.6,34.75,2.53,34.78,0.0,0.0,0.22,2.4,55.05,5.5,41.6,1.25,0.92,0.2,17.43,0.66,0.99,30.18,70.53,14.37,60.64,5.17,91.49,6.23,74.91,21.9,82.51,5.81,40.91,21.62,39.57,0.07,0.64,0.02,0.04,0.02,0.0,0.37,5.88,58.43,2.51,44.74,0.48,31.82,0.59,0.81,8.36,66.32,0,,0,,0,0.0,0.0,0.0,,,0.44,,,0.09,0.0,0.0,0.0,0,0.0
58,N. Cameron,89007,https://cdn5.wyscout.com/photos/players/public/56371_100x130.png,https://cdn5.wyscout.com/photos/team/public/g35055_120x120.png,000000,England,['England'],Hereford FC,0,37,3586,Hereford FC,"['LCB', 'RCB', 'LCB3']",32.0,2024-06-30,0,2.28,0,0.24,17.77,62.15,right,188,78,False,9.06,4.77,68.42,7.55,64.78,0.5,0.73,0.6,5.3,7.69,0.75,9,0.23,1,0.03,0.18,0.0,0,0.0,0.06,0,0.0,13,0.33,15.38,0.0,0.0,0.18,42.86,0.03,0.0,0.15,50.0,0.0,0.15,33.33,1.36,38.89,0.45,0.25,0.03,14.81,0.2,0.83,29.92,81.12,13.43,69.35,2.23,92.13,11.17,91.91,25.65,87.18,4.09,44.79,21.14,37.34,0.01,0.13,0.05,0.0,0.0,0.0,0.03,4.27,55.88,0.35,28.57,0.23,22.22,0.05,0.05,6.0,63.18,0,,0,,0,0.0,0.0,0.0,,,1.51,,,0.0,0.0,0.0,0.0,0,0.0
59,T. Hannigan,75442,https://cdn5.wyscout.com/photos/players/public/g75442_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4918_120x120.png,000000,England,['England'],Warrington Town,0,41,3780,Warrington Town,['LCB'],35.0,2024-06-30,1,2.71,0,0.11,19.14,66.67,,0,0,False,11.74,7.38,75.48,7.14,67.67,0.43,0.61,0.93,5.74,8.15,0.69,5,0.12,0,0.0,0.21,0.02,1,0.02,0.06,0,0.0,12,0.29,41.67,8.333,0.0,0.1,25.0,0.05,0.0,0.05,50.0,0.02,0.1,75.0,0.86,55.56,0.45,0.76,0.17,14.05,0.1,0.57,31.86,78.48,15.24,65.63,1.9,91.25,11.98,91.25,27.05,85.21,4.71,40.91,21.68,35.19,0.0,0.02,0.0,0.0,0.0,0.0,0.02,3.36,49.65,0.36,33.33,0.26,45.45,0.14,0.02,6.43,43.7,0,,0,,0,0.0,0.0,0.0,,,1.24,,,0.0,0.0,0.0,0.0,0,0.0
60,A. Wisdom,155132,https://cdn5.wyscout.com/photos/players/public/49511_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4918_120x120.png,000000,England,"['England', 'Jamaica']",Warrington Town,0,33,3086,Warrington Town,"['RCB', 'RB']",30.0,2024-06-30,1,1.69,0,0.35,9.71,58.26,right,186,78,False,6.42,3.67,63.49,1.92,69.7,0.03,0.04,0.44,4.05,5.78,0.38,5,0.15,0,0.0,0.7,0.03,1,0.03,0.05,0,0.0,8,0.23,37.5,12.5,0.0,0.12,25.0,0.0,0.0,0.12,25.0,0.0,0.76,69.23,2.1,54.17,0.32,0.44,0.23,17.27,0.32,0.15,31.58,85.96,12.8,75.63,3.59,95.93,11.14,92.93,28.67,89.62,2.8,51.04,18.84,33.26,0.01,0.2,0.03,0.06,0.06,100.0,0.06,2.62,62.22,0.32,54.55,0.2,14.29,0.06,0.03,5.45,62.03,0,,0,,0,0.0,0.0,0.0,,,1.08,,,0.0,0.0,0.0,0.0,0,0.0
61,S. Brisley,50637,https://cdn5.wyscout.com/photos/players/public/31870_100x130.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,31,2393,Alfreton Town,"['LCB', 'RCB']",33.0,2024-06-30,2,1.8,0,0.17,19.86,58.52,right,192,0,False,8.8,4.21,72.32,11.62,57.61,0.38,0.56,0.41,5.38,8.03,0.68,4,0.15,1,0.04,0.15,0.08,2,0.08,0.07,2,0.08,11,0.41,36.36,18.182,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.49,23.08,0.87,0.04,0.0,4.02,0.19,0.45,16.81,68.46,10.31,60.22,0.9,100.0,4.14,82.73,12.37,73.25,4.4,55.56,21.58,31.99,0.01,0.04,0.0,0.0,0.0,0.0,0.0,2.86,53.95,0.26,57.14,0.04,0.0,0.3,0.0,5.64,46.67,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.0,0.0,0.0,0.0,0,0.0
62,K. Digie,393074,https://cdn5.wyscout.com/photos/players/public/g393074_100x130.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,42,4209,Alfreton Town,['RCB'],27.0,2024-06-30,5,5.58,2,0.94,25.08,55.75,,0,0,False,9.47,6.27,77.82,10.41,51.54,0.36,0.52,0.51,4.23,6.1,1.2,7,0.15,0,0.0,0.6,0.11,5,0.11,0.12,2,0.04,30,0.64,43.33,16.667,0.04,0.09,50.0,0.0,0.0,0.09,50.0,0.04,0.38,72.22,1.5,32.86,1.45,0.13,0.0,4.92,0.11,0.26,18.71,67.77,11.53,60.3,1.95,89.01,3.68,81.4,12.77,70.52,5.86,62.04,24.22,38.23,0.02,0.21,0.0,0.0,0.0,0.0,0.11,4.66,56.88,0.38,38.89,0.09,25.0,0.32,0.04,6.86,62.93,0,,0,,0,0.0,0.0,0.0,,,1.35,,,0.0,0.0,0.0,0.0,0,0.0
63,M. Clarke,-469588,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,30,2756,Rushall Olympic,"['RCB', 'CB', 'RCB3']",31.0,,2,1.2,0,1.01,23.22,54.43,unknown,0,0,False,9.63,6.66,69.61,10.71,51.52,0.1,0.14,0.56,4.9,7.21,1.24,8,0.26,0,0.0,0.62,0.07,2,0.07,0.04,2,0.07,15,0.49,20.0,13.333,0.0,0.69,42.86,0.16,40.0,0.52,43.75,0.1,0.39,58.33,1.24,28.95,0.75,0.29,0.0,13.39,0.59,0.49,29.65,70.15,16.36,58.68,2.71,95.18,7.58,84.05,22.57,79.74,6.43,39.09,23.12,39.18,0.03,0.52,0.0,0.0,0.0,0.0,0.1,6.27,49.48,1.5,34.78,0.62,15.79,0.36,0.33,7.61,61.37,0,,0,,0,0.0,0.0,0.0,,,1.27,,,0.0,0.0,0.0,0.0,0,0.0
64,D. Evans,-323588,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,15,1224,Southport,"['LCB', 'RCB3']",24.0,,2,2.74,0,0.0,18.38,66.4,,0,0,False,8.46,5.81,68.35,6.76,70.65,0.07,0.1,0.74,4.41,5.73,1.1,1,0.07,0,0.0,0.37,0.15,0,0.0,0.2,0,0.0,5,0.37,40.0,40.0,0.0,0.07,100.0,0.07,100.0,0.0,0.0,0.0,0.15,100.0,0.74,40.0,0.44,0.07,0.07,7.65,0.29,0.07,23.16,74.92,12.5,67.65,1.84,92.0,6.54,85.39,17.21,82.91,5.88,51.25,22.74,35.92,0.0,0.0,0.0,0.0,0.07,0.0,0.0,3.75,47.06,0.81,18.18,0.37,0.0,0.07,0.07,6.1,56.63,0,,0,,0,0.0,0.0,0.0,,,1.03,,,0.0,0.0,0.0,0.0,3,66.667
65,R. Browne,-253430,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,"['England', 'St. Kitts and Nevis']",Rushall Olympic,0,16,1596,Rushall Olympic,"['CB', 'RCB']",20.0,2024-06-30,1,1.1,1,0.65,14.55,62.4,,0,0,False,9.36,5.02,73.03,3.61,56.25,0.11,0.19,0.73,5.58,9.25,0.85,2,0.11,0,0.0,0.62,0.06,1,0.06,0.06,1,0.06,10,0.56,30.0,10.0,0.06,0.34,33.33,0.06,0.0,0.28,40.0,0.06,0.51,66.67,2.48,43.18,0.96,0.68,0.17,22.89,0.17,0.56,42.86,79.21,20.58,66.85,3.16,96.43,15.11,92.16,33.67,89.61,8.85,41.4,23.79,42.59,0.04,0.28,0.0,0.06,0.06,0.0,0.06,5.64,42.0,1.07,26.32,0.68,16.67,0.28,0.11,9.19,58.28,0,,0,,0,0.0,0.0,0.0,,,2.37,,,0.11,0.0,0.0,0.0,0,0.0
66,J. Brown,-60595,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,33,3088,Rushall Olympic,"['LCB3', 'LCB', 'CB']",32.0,,1,0.73,0,0.13,19.26,60.36,,188,0,False,8.86,4.93,69.82,7.78,62.55,0.29,0.43,0.38,5.13,7.53,0.99,12,0.35,0,0.0,0.64,0.03,1,0.03,0.02,0,0.0,4,0.12,50.0,25.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.67,86.96,2.62,51.11,0.26,0.9,0.15,14.92,0.15,0.5,31.3,80.07,15.24,69.41,2.33,92.5,9.91,91.18,27.02,85.87,4.26,43.84,19.96,37.27,0.0,0.09,0.0,0.0,0.0,0.0,0.03,3.35,52.17,0.29,10.0,0.15,0.0,0.09,0.0,6.38,55.25,0,,0,,0,0.0,0.0,0.0,,,1.25,,,0.0,0.0,0.0,0.0,0,0.0
67,K. Green,393010,https://cdn5.wyscout.com/photos/players/public/g393010_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4931_120x120.png,000000,England,['England'],Rushall Olympic,0,32,2950,Rushall Olympic,"['RB', 'RCB3']",33.0,2024-06-30,0,2.96,1,0.82,19.13,58.69,right,175,70,False,8.33,5.71,72.73,8.45,56.32,0.06,0.09,0.37,4.12,6.12,0.52,4,0.12,1,0.03,0.79,0.0,0,0.0,0.09,0,0.0,17,0.52,29.41,0.0,0.03,0.64,42.86,0.06,50.0,0.58,42.11,0.09,0.58,63.16,1.92,47.62,1.1,0.7,0.15,14.25,1.34,0.24,28.16,69.23,15.65,59.26,3.26,95.33,6.1,78.0,21.6,78.11,5.92,39.69,21.4,34.88,0.03,0.27,0.03,0.0,0.03,0.0,0.09,5.95,54.87,1.13,32.43,0.34,9.09,0.27,0.31,8.27,66.79,0,,0,,0,0.0,0.0,0.0,,,0.7,,,0.03,0.0,0.0,0.0,0,0.0
68,A. Anson,413539,https://cdn5.wyscout.com/photos/players/public/g413539_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,19,1723,Southport,"['LCB', 'RCB3', 'LCB3']",27.0,2024-06-30,1,1.02,0,0.29,15.72,59.47,,0,0,False,8.67,5.75,70.0,5.01,63.54,0.21,0.28,0.57,4.44,5.9,0.78,2,0.1,0,0.0,0.37,0.05,1,0.05,0.05,0,0.0,7,0.37,42.86,14.286,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.05,0.42,50.0,1.51,41.38,0.52,0.21,0.0,7.0,0.31,0.42,17.92,67.06,9.25,54.8,1.72,100.0,4.54,75.86,12.85,77.64,4.81,42.39,24.29,41.85,0.01,0.21,0.0,0.0,0.0,0.0,0.05,2.93,33.93,0.73,7.14,0.31,16.67,0.1,0.05,4.6,56.82,0,,0,,0,0.0,0.0,0.0,,,1.1,,,0.0,0.0,0.0,0.0,0,0.0
69,K. Quansah,427447,https://cdn5.wyscout.com/photos/players/public/g427447_100x130.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,"['England', 'Ghana']",Southport,0,35,3225,Southport,"['RB', 'RCB3', 'RWB']",26.0,2024-06-30,1,1.33,3,1.32,20.9,59.15,right,193,0,False,11.08,8.54,66.34,6.0,66.05,0.08,0.11,0.36,5.33,7.21,0.92,3,0.08,0,0.0,0.75,0.03,1,0.03,0.04,1,0.03,7,0.2,28.57,14.286,0.08,1.12,32.5,0.0,0.0,1.12,32.5,0.14,0.61,54.55,2.99,41.12,0.47,0.78,0.47,11.44,0.59,0.53,24.67,70.25,13.0,62.02,3.01,93.52,5.27,73.54,18.42,78.18,5.33,50.26,20.96,36.45,0.04,0.33,0.0,0.03,0.03,0.0,0.14,4.88,60.0,1.26,35.56,0.25,11.11,0.36,0.28,7.48,63.81,0,,0,,0,0.0,0.0,0.0,,,0.22,,,0.0,0.0,0.0,0.0,0,0.0
70,H. Flowers,506446,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/2749_120x120.png,000000,England,['England'],Southport,0,39,3661,Southport,"['RCB', 'CB']",28.0,2024-06-30,3,5.35,0,0.04,19.27,61.48,right,195,0,False,10.3,5.41,63.64,9.07,64.23,0.15,0.19,0.64,6.71,8.77,1.01,9,0.22,0,0.0,0.2,0.07,3,0.07,0.13,2,0.05,41,1.01,12.2,7.317,0.0,0.1,25.0,0.05,0.0,0.05,50.0,0.02,0.27,18.18,0.81,33.33,1.13,0.05,0.0,7.67,0.07,0.47,23.58,66.84,14.04,57.97,1.55,88.89,6.24,79.92,15.56,75.99,7.94,49.23,25.88,38.18,0.0,0.02,0.0,0.0,0.0,0.0,0.0,5.68,51.52,0.81,30.3,0.27,9.09,0.17,0.02,8.01,61.66,0,,0,,0,0.0,0.0,0.0,,,1.2,,,0.02,0.0,0.0,0.0,0,0.0
71,R. Briggs,216418,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,England,['England'],South Shields,0,38,3284,South Shields,"['DMF', 'RCB']",32.0,2024-06-30,1,2.92,1,2.4,12.33,49.56,,0,0,False,9.15,5.45,56.78,2.52,41.3,0.63,1.03,0.41,5.43,8.88,0.63,5,0.14,1,0.03,0.88,0.03,0,0.0,0.08,0,0.0,26,0.71,26.92,3.846,0.03,0.69,28.0,0.14,40.0,0.49,27.78,0.11,0.77,35.71,1.89,37.68,0.36,0.77,0.08,43.6,0.3,0.33,60.29,80.73,25.51,66.92,5.26,93.23,22.5,92.45,49.49,87.15,10.11,52.85,22.03,39.97,0.07,0.77,0.0,0.08,0.6,36.36,0.22,12.36,62.31,2.96,41.67,2.25,37.8,1.01,0.25,12.74,73.33,0,,0,,0,0.0,0.0,0.0,,,1.23,,,0.9,0.11,50.0,1.18,2,50.0
72,J. Sloane,427578,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,England,['England'],South Shields,0,2,68,South Shields,"['LCB', 'LCB3']",,,0,0.0,0,0.0,33.09,68.0,,0,0,False,17.21,17.21,69.23,10.59,87.5,0.0,0.0,0.0,5.29,6.32,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,17.21,0.0,0.0,29.12,95.45,7.94,100.0,1.32,100.0,14.56,90.91,26.47,95.0,2.65,100.0,15.62,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,66.67,0.0,0.0,0.0,0.0,0.0,0.0,1.32,100.0,0,,0,,0,0.0,0.0,0.0,,,1.32,,,0.0,0.0,0.0,0.0,0,0.0
73,T. Broadbent,493568,https://cdn5.wyscout.com/photos/players/public/g493568_100x130.png,https://cdn5.wyscout.com/photos/team/public/g21855_120x120.png,000000,England,['England'],South Shields,0,44,4262,South Shields,['LCB'],32.0,2024-06-30,1,2.88,1,0.67,16.09,61.81,left,191,90,False,6.88,3.29,66.67,8.66,64.39,0.15,0.24,0.63,4.54,7.43,0.55,7,0.15,0,0.0,0.46,0.02,1,0.02,0.06,0,0.0,27,0.57,25.93,3.704,0.02,0.19,22.22,0.17,25.0,0.0,0.0,0.02,0.38,66.67,1.46,59.42,0.63,1.08,0.17,33.11,0.74,0.65,48.89,81.38,24.54,71.94,2.18,96.12,18.6,91.94,40.27,89.46,8.43,44.11,24.18,44.84,0.01,0.23,0.0,0.0,0.15,14.29,0.08,7.29,48.99,1.12,22.64,0.99,21.28,0.25,0.02,10.92,68.28,0,,0,,0,0.0,0.0,0.0,,,1.29,,,0.04,0.02,100.0,0.0,0,0.0
74,S. Wilson,506457,https://cdn5.wyscout.com/photos/players/public/g506457_100x130.png,https://cdn5.wyscout.com/photos/team/public/g4904_120x120.png,000000,England,['England'],Chorley,0,30,2201,Chorley,"['LCB', 'LB']",24.0,2024-06-30,1,0.9,2,0.51,18.32,61.16,,186,0,False,9.12,4.95,73.55,6.38,67.95,0.37,0.51,0.29,5.11,7.13,0.9,3,0.12,0,0.0,0.37,0.04,1,0.04,0.04,0,0.0,9,0.37,55.56,11.111,0.08,0.2,20.0,0.2,20.0,0.0,0.0,0.04,0.29,42.86,2.41,37.29,0.78,0.2,0.08,10.51,0.16,0.82,27.44,74.22,14.15,60.69,2.13,96.15,9.2,89.33,22.69,81.98,4.54,37.84,20.82,33.1,0.02,0.16,0.0,0.0,0.0,0.0,0.08,3.64,46.07,0.65,12.5,0.16,0.0,0.25,0.04,6.83,50.3,0,,0,,0,0.0,0.0,0.0,,,0.82,,,0.0,0.0,0.0,0.0,0,0.0
75,H. Sheridan,-471031,https://cdn5.wyscout.com/reports-img/photo-not-found.png,https://cdn5.wyscout.com/photos/team/public/g25837_120x120.png,000000,England,['England'],Farsley Celtic FC,0,8,745,Farsley Celtic FC,"['LCB3', 'RCB3', 'RB']",,,0,0.12,0,0.49,23.92,52.02,,0,0,False,13.05,11.11,63.04,5.8,43.75,0.36,0.49,0.24,5.68,7.62,1.09,1,0.12,0,0.0,0.72,0.0,0,0.0,0.01,0,0.0,2,0.24,50.0,0.0,0.0,0.24,50.0,0.0,0.0,0.12,0.0,0.0,1.21,40.0,2.54,23.81,0.48,0.48,0.24,6.28,0.0,0.12,21.62,58.1,14.13,53.85,2.3,68.42,3.38,60.71,14.74,63.93,6.64,45.45,24.28,39.07,0.06,0.24,0.0,0.0,0.12,0.0,0.12,4.47,54.05,0.24,0.0,0.85,28.57,0.0,0.12,7.97,56.06,0,,0,,0,0.0,0.0,0.0,,,0.48,,,0.0,0.0,0.0,0.0,0,0.0
76,S. Brisley,50637,https://cdn5.wyscout.com/photos/players/public/31870_100x130.png,https://cdn5.wyscout.com/photos/team/public/3702_120x120.png,000000,England,['England'],Alfreton Town,0,31,2393,Alfreton Town,"['LCB', 'RCB']",33.0,2024-06-30,2,1.8,0,0.17,19.86,58.52,right,192,0,False,8.8,4.21,72.32,11.62,57.61,0.38,0.56,0.41,5.38,8.03,0.68,4,0.15,1,0.04,0.15,0.08,2,0.08,0.07,2,0.08,11,0.41,36.36,18.182,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.49,23.08,0.87,0.04,0.0,4.02,0.19,0.45,16.81,68.46,10.31,60.22,0.9,100.0,4.14,82.73,12.37,73.25,4.4,55.56,21.58,31.99,0.01,0.04,0.0,0.0,0.0,0.0,0.0,2.86,53.95,0.26,57.14,0.04,0.0,0.3,0.0,5.64,46.67,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.0,0.0,0.0,0.0,0,0.0
